Date,Name of customer,Title,Device,Tasks classification,Ticket id,Assigned to,Assisted by,Description
2026-01-26 12:33:13,Dhulikhel Hospital,z50 check,Z50,Break Down Call (On Site),#1733885886,Abiral Dulal,N/A,
2024-09-25 14:32:09,Dhulikhel Hospital,Issue in reagent arm 1,BA400,BreakDownCalls,#9942774,Prabhakar Neupane,"SujanBabuKarki,",
2024-12-31 10:20:59,DI Skin Hospital And Referral Center (DISHARC),Inspection,More-XEL,OnSite Visit,#1733884021,Samir Paudel,Prasanna Sigdel,
2024-08-06 11:36:06,District Hospital - Bajhang,Power supply loss in an autoclave,Autoclave - 79 Litre,Break Down Calls,#8583139,N/A,N/A,
2025-10-12 10:32:18,District Hospital - Bajura,Installation of NW5+,NW 5+,Installation,#1733885466,Samir Paudel,Sujan Babu Karki,
2026-04-30 10:14:52,District Hospital - Bajura,pms,NW 5+,PMS,#1733886219,Sujan Babu Karki,N/A,
2025-10-12 10:27:53,District Hospital - Doti,installation  of NW5+,NW 5+,Installation,#1733885465,Samir Paudel,Sujan Babu Karki,
2025-07-29 23:08:56,Door Step Health Services,changed original board,H33s,Break Down Call (On Site),#1733885107,Prabhakar Neupane,Sneha Munankami,
2024-10-25 17:39:37,Door Step Health Services,issue in h33s,H33s,Break Down Calls,#9867494,Sujan Babu Karki,N/A,
2024-10-07 16:22:47,Door Step Health Services,Issue in probe,H33s,BreakDownCalls,#9746002,N/A,N/A,
2024-11-15 16:49:27,Door Step Health Services,issue in probe assembly,H33s,Break Down Calls,#9119157,N/A,N/A,
2026-05-13 11:55:29,Door Step Health Services,Software Update,H33s,Break Down Call (On Site),#1733886267,Samir Paudel,N/A,
2026-01-25 11:03:14,Dusit Princess - Kathmandu,Breakdown,Dosing Pump,Break Down Call (On Site),#1733885882,Sanu Kaji Tha,N/A,
2025-02-06 16:46:17,Dusit Princess - Kathmandu,chemical formula setting,Dosing Pump,Break Down Calls,#1733884229,Sanu Kaji Tha,N/A,
2025-01-31 17:53:04,Dusit Princess - Kathmandu,issue in l5000,Dosing Pump,Break Down Calls,#1733884202,Sanu Kaji Tha,N/A,
2026-06-01 17:29:12,Dusit Princess - Kathmandu,issue in machine,Dosing Pump,Break Down Call (On Site),#1733886327,Sanu Kaji Tha,N/A,
2025-05-07 17:52:35,Dusit Princess - Kathmandu,issue in machine,Dosing Pump,Break Down Calls,#1733884667,Sanu Kaji Tha,N/A,
2025-03-19 18:14:49,Dusit Princess - Kathmandu,issue in machine,Dosing Pump,Break Down Calls,#1733884476,Sanu Kaji Tha,N/A,
2025-07-11 12:14:07,Dusit Princess - Kathmandu,l5000 issue,Dosing Pump,Break Down Call (On Site),#1733885009,Sanu Kaji Tha,N/A,
2025-02-22 20:18:19,Dusit Princess - Kathmandu,machine check,Dosing Pump,Break Down Calls,#1733884335,Sanu Kaji Tha,N/A,
2024-12-25 14:05:54,Dusit Princess - Kathmandu,Pipe damage,Dosing Pump,Break Down Calls,#1733883989,Sanu Kaji Tha,N/A,
2025-12-01 10:06:44,Dusit Princess - Kathmandu,program setup,Dosing Pump,Break Down Call (On Site),#1733885671,Sanu Kaji Tha,N/A,
2026-04-30 10:54:52,Dusit Princess - Kathmandu,check chemical dosing and calibration,Dosing Pump,Break Down Call (On Site),#1733886220,Sanu Kaji Tha,N/A,
2025-12-31 10:44:46,Dynasty Medical Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733885797,Abiral Dulal,N/A,
2025-06-04 18:14:04,Dynasty Medical Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884790,Sujan Babu Karki,N/A,
2025-06-02 14:51:28,Dynasty Medical Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884782,Sujan Babu Karki,N/A,
2024-12-27 08:58:05,Everest Health Home Service Pvt. Ltd.,new ticket raised for pms,BA200,N/A,#1733884008,N/A,N/A,
2025-09-18 13:44:20,Everest Health Home Service Pvt. Ltd.,PMS,BA200,N/A,#1733885334,Abiral Dulal,N/A,
2025-06-06 17:12:51,Everest Health Home Service Pvt. Ltd.,QC ISSUE,BA200,Break Down Call (On Site),#1733884808,Sujan Babu Karki,N/A,
2026-01-18 10:41:59,Frontline Hospital,motor issue,Vacumat 22,Break Down Call (On Site),#1733885862,Sujan Babu Karki,N/A,
2026-01-29 21:57:09,Frontline Hospital,spare change,Vacumat 22,Break Down Call (On Site),#1733885903,Sanu Kaji Tha,N/A,
2024-11-26 15:51:11,Fusion Medical Center,PMS of BA200 at Fusion Medical Center,BA200,PMS,#1732615571,N/A,N/A,
2025-12-31 10:46:26,Fusion Medical Center,PMS of the machine,BA200,PMS,#1733885798,Prabhakar Neupane,N/A,
2025-06-05 18:07:30,Fusion Medical Center,PMS of the machine,BA200,PMS,#1733884799,Sujan Babu Karki,N/A,
2025-02-18 13:11:06,Fusion Medical Center,PMS of the machine,BA200,PMS,#1733884305,N/A,N/A,
2024-09-25 17:25:14,Fusion Medical Center,PMS of the machine,BA200,PMS,#2705806,N/A,N/A,
2026-02-06 10:28:40,Fusion Medical Center,STIRRER and regent home sensor issue,BA200,Break Down Call (On Call),#1733885934,Pratikshya Budhathoki,N/A,
2025-03-23 21:24:28,Fusion Medical Center,stirrer home error,BA200,Break Down Calls,#1733884494,Samir Paudel,N/A,
2025-09-14 13:35:23,G4S Security Services Nepal Pvt. Ltd.,ergodisc maintenance,Ergodisc 165,Break Down Call (On Site),#1733885317,Sanu Kaji Tha,N/A,
2024-05-26 13:01:02,Gaighat City Hospital,BA 200 Software update,BA200,Break Down Calls,#4531387,Sneha,N/A,Software update of BA 200 done through online 
2024-06-28 12:33:19,Gaighat City Hospital,BA200 Billirubin report issue,BA200,Follow-up(Observation),#4213028,Prabhakar Neupane,N/A,"BA200 report abnormal ,
Billirubin issue,
"
2025-06-17 19:11:31,Gaighat City Hospital,beta hcg issue,Liaison XS,Break Down Call (On Site),#1733884866,Pradip Baral,N/A,
2025-06-10 20:35:44,Gaighat City Hospital,beta hcg issue,Liaison XS,N/A,#1733884832,Pradip Baral,N/A,
2025-01-24 08:58:05,Gaighat City Hospital,BioSystems - PMS and Expiry Alert !! (19),BA200,PMS,#1733884163,Pradip Baral,N/A,
2025-11-13 11:04:55,Gaighat City Hospital,Breakdown,BA200,Break Down Call (On Site),#1733885596,Abiral Dulal,N/A,
2024-09-15 10:00:56,Gaighat City Hospital,CA125 assay import guide,Liaison XS,Application,#8387206,Prabhakar Neupane,"Samir Paudel,",
2025-07-20 22:26:49,Gaighat City Hospital,check ba200,BA200,Break Down Call (On Site),#1733885055,Abiral Dulal,N/A,
2025-07-20 22:27:15,Gaighat City Hospital,check Liaison xs,Liaison XS,Break Down Call (On Site),#1733885056,Abiral Dulal,N/A,
2025-02-25 17:53:24,Gaighat City Hospital,gripper issue,Liaison XS,Break Down Calls,#1733884361,Samir Paudel,N/A,
2024-09-29 17:39:04,Gaighat City Hospital,Inspection of BA200,BA200,BreakDownCalls,#7001336,Pradip Baral,N/A,
2024-09-29 17:37:02,Gaighat City Hospital,Inspection of Liaison XS,Liaison XS,BreakDownCalls,#4657227,Pradip Baral,N/A,
2025-03-25 22:11:05,Gaighat City Hospital,ISSUE IN Liaison,Liaison XS,Break Down Calls,#1733884512,Anil Mandal,N/A,
2025-04-13 12:36:43,Gaighat City Hospital,issue in Liaison xs,Liaison XS,Break Down Calls,#1733884568,Pradip Baral,Anil Mandal,
2025-09-08 23:13:18,Gaighat City Hospital,issue in Liaisonxs,Liaison XS,Break Down Call (On Site),#1733885307,Pradip Baral,N/A,
2025-03-11 20:08:15,Gaighat City Hospital,issue in z50,Z50,Break Down Calls,#1733884427,Pradip Baral,N/A,
2025-12-25 10:09:30,Gaighat City Hospital,Liaison xs issue,Liaison XS,Break Down Call (On Site),#1733885766,Pradip Baral,N/A,
2024-12-05 16:43:04,Gaighat City Hospital,Liaison xs issue,Liaison XS,Break Down Calls,#3274867,Pradip Baral,"Samir Paudel,",
2024-10-28 18:03:31,Gaighat City Hospital,Liaison xs issue,Liaison XS,Break Down Calls,#2707993,Pradip Baral,Anil Mandal,
2026-05-14 10:24:50,Gaighat City Hospital,PMS - Gaighat City Hospital,BA200,PMS,#1733886272,Abiral Dulal,Sneha Munankami,
2025-09-24 12:34:13,Gaighat City Hospital,PMS- ismart 30pro,i-SMART 30 PRO,PMS,#1733885413,Pradip Baral,N/A,
2025-06-18 13:01:38,Gaighat City Hospital,PMS of the machine,Z50,PMS,#1733884878,Pradip Baral,N/A,
2025-06-18 12:59:58,Gaighat City Hospital,PMS of the machine,i-SMART 30 PRO,PMS,#1733884876,Pradip Baral,N/A,
2025-06-18 12:59:20,Gaighat City Hospital,PMS of the machine,BTS,PMS,#1733884875,Pradip Baral,N/A,
2025-06-16 22:29:09,Gaighat City Hospital,pms of the machine,BA200,PMS,#1733884860,Pradip Baral,Anil Mandal,
2025-06-06 14:16:29,Gaighat City Hospital,qc setup,BA200,Break Down Call (On Call),#1733884804,Samir Paudel,N/A,
2025-01-02 16:30:25,Gaighat City Hospital,Reagent integrity failure,Liaison XS,Break Down Calls,#1733884039,Samir Paudel,N/A,
2025-09-24 12:26:37,Gaighat City Hospital,Syringe modulation Issue,Z50,Break Down Call (On Site),#1733885407,Pradip Baral,N/A,
2025-11-21 11:18:20,Gaighat City Hospital,System  liquid depleted,Liaison XS,Break Down Call (On Call),#1733885623,Pradip Baral,N/A,
2025-11-20 14:43:38,Gaighat City Hospital,System liquid depleted,Liaison XS,Break Down Call (On Call),#1733885620,Pradip Baral,N/A,
2025-12-10 16:58:47,Gaighat City Hospital,TSH calibration issue,Liaison XS,Break Down Call (On Site),#1733885709,Pradip Baral,N/A,
2025-01-21 17:48:38,Gaighat City Hospital,weekly manintenace&amp; T4 integrity error,Liaison XS,Break Down Calls,#1733884143,Samir Paudel,N/A,
2024-09-30 11:36:22,Gaighat City Hospital,wash station cuvette stuck,Liaison XS,Break Down Calls,#8563402,Prabhakar Neupane,"AnilMandal,PradipBaral,",
2026-05-08 10:06:28,Gandaki Medical College,alignment of the lids,STP 120,Break Down Call (On Site),#1733886251,Binita Paudel,N/A,
2026-01-05 19:38:57,Gandaki Medical College,ASPIRATION DETECTION ERROR,Liaison XL,N/A,#1733885816,Binita Paudel,Samir Paudel,
2026-05-17 12:35:56,Gandaki Medical College,Aspiration Failure,Liaison XL,Break Down Call (On Site),#1733886278,Binita Paudel,N/A,
2026-02-06 09:55:16,Gandaki Medical College,aspiration issue,Liaison XL,Break Down Call (On Site),#1733885930,Binita Paudel,N/A,
2026-05-24 10:19:33,Gandaki Medical College,Breakdown- Decontamination,Liaison XL,Break Down Call (On Site),#1733886296,Binita Paudel,N/A,
2025-02-04 18:00:37,Gandaki Medical College,bubble in starter,Liaison XL,Break Down Calls,#1733884218,N/A,N/A,
2025-01-29 17:33:00,Gandaki Medical College,control out of range,Liaison XL,Break Down Calls,#1733884194,N/A,N/A,
2024-08-21 16:46:52,Gandaki Medical College,Cuvette stuck,Liaison XL,Break Down Calls,#9168732,Prabhakar Neupane,N/A,
2024-07-03 16:37:25,Gandaki Medical College,Ferritin Calibration Issue,Liaison XL,Break Down Calls,#1896087,Prabhakar Neupane,N/A,
2025-01-19 18:13:57,Gandaki Medical College,Follow up of the machine,Liaison XL,Break Down Calls,#1733884129,N/A,N/A,
2024-12-13 17:40:26,Gandaki Medical College,Follow up of the machine,Liaison XL,OnSite Visit,#1733883926,N/A,N/A,
2025-01-12 18:38:11,Gandaki Medical College,General visit,Liaison XL,OnSite Visit,#1733884098,N/A,N/A,
2024-12-15 17:41:41,Gandaki Medical College,general visit,Liaison XL,OnSite Visit,#1733883933,N/A,N/A,
2025-06-06 14:17:00,Gandaki Medical College,HIGH RLUS,Liaison XL,Break Down Call (On Call),#1733884805,Prabhakar Neupane,N/A,
2024-06-28 13:03:49,Gandaki Medical College,Inspection and Application support,Liaison XL,Break Down Calls,#3689980,N/A,N/A,
2025-03-30 18:37:46,Gandaki Medical College,Installation of machine,Liaison XL,Installation,#1733884532,Prabhakar Neupane,Ashish Pathak,
2025-12-01 14:25:38,Gandaki Medical College,installation of myr tissue processor,STP 120,Installation,#1733885675,Sujan Babu Karki,N/A,
2025-09-08 23:12:45,Gandaki Medical College,integrity error,Liaison XL,Break Down Call (On Site),#1733885306,Samir Paudel,N/A,
2026-02-01 14:38:40,Gandaki Medical College,issue iin lxl,Liaison XL,Break Down Call (On Site),#1733885915,Binita Paudel,Samir Paudel,
2026-02-05 09:10:14,Gandaki Medical College,Liaison issue,Liaison XL,Break Down Call (On Site),#1733885929,Samir Paudel,Binita Paudel,
2024-12-24 11:16:24,Gandaki Medical College,Liaison issue,Liaison XL,Break Down Calls,#1733883981,Prabhakar Neupane,Bhanu Bhakta Rijal,
2024-10-17 17:49:44,Gandaki Medical College,Liaison issue,Liaison XL,Break Down Calls,#1370589,Samir Paudel,N/A,
2025-01-10 17:37:46,Gandaki Medical College,Liaison observation,Liaison XL,OnSite Visit,#1733884093,N/A,N/A,
2025-01-10 17:37:05,Gandaki Medical College,Liaison observation,Liaison XL,OnSite Visit,#1733884092,N/A,N/A,
2024-05-26 13:03:17,Gandaki Medical College,Liaison XL Sample arm replacement,Liaison XL,Break Down Calls,#9802847,Sneha,N/A,"Change of sample arm and software update.
Check the stability of machine along with results."
2024-06-28 13:28:04,Gandaki Medical College,"Liaison XL, OLV arm calibration issue",Liaison XL,Break Down Calls,#9800749,Prabhakar Neupane,N/A,"Liaison XL sn:2210002246
OLV calibration issue"
2026-02-02 12:58:50,Gandaki Medical College,lxl maintenance,Liaison XL,Break Down Call (On Site),#1733885922,Binita Paudel,N/A,
2025-01-03 09:46:14,Gandaki Medical College,observation of Liaison xl,Liaison XL,OnSite Visit,#1733884049,N/A,N/A,
2025-01-01 18:09:49,Gandaki Medical College,observation of Liaison xl,Liaison XL,OnSite Visit,#1733884036,N/A,N/A,
2024-12-31 20:11:03,Gandaki Medical College,observation of Liaison xl,Liaison XL,OnSite Visit,#1733884029,N/A,N/A,
2025-01-20 15:26:31,Gandaki Medical College,on site visit,Liaison XL,Break Down Calls,#1733884132,N/A,N/A,
2025-01-15 17:46:55,Gandaki Medical College,on site visit,Liaison XL,OnSite Visit,#1733884110,N/A,N/A,
2025-01-17 16:52:07,Gandaki Medical College,onsite visit for Liaison xl,Liaison XL,Break Down Calls,#1733884121,N/A,N/A,
2024-12-16 17:51:52,Gandaki Medical College,onsite visit for Liaison xl,Liaison XL,OnSite Visit,#1733883946,N/A,N/A,
2025-12-03 16:33:28,Gandaki Medical College,pm kit change,Liaison XL,PMS,#1733885689,Samir Paudel,Binita Paudel,
2025-05-19 17:51:22,Gandaki Medical College,PMS of the machine,Liaison XL,PMS,#1733884717,Samir Paudel,N/A,
2026-05-07 12:26:51,Gandaki Medical College,Power failure,STP 120,Break Down Call (On Call),#1733886248,Binita Paudel,N/A,
2025-12-16 17:10:38,Gandaki Medical College,power on issue,STP 120,Break Down Call (On Site),#1733885733,Samir Paudel,Binita Paudel,
2024-07-16 10:05:54,Gandaki Medical College,Reagent integrity failure,Liaison XL,Application,#7882012,N/A,N/A,Reagent integrity error
2024-12-19 16:45:25,Gandaki Medical College,Right arm Z axis outside tolerance and bended reagent probe,Liaison XL,Break Down Calls,#1733883956,N/A,N/A,
2025-01-05 17:03:43,Gandaki Medical College,"right arm, z axis motor overload",Liaison XL,Break Down Calls,#1733884057,N/A,N/A,
2025-11-09 09:33:36,Gandaki Medical College,Sample  Pending,Liaison XL,Break Down Call (On Site),#1733885578,Binita Paudel,Samir Paudel,
2025-08-22 13:56:24,Gandaki Medical College,Sample Integrity error,Liaison XL,Break Down Call (On Call),#1733885233,Samir Paudel,N/A,
2024-05-27 13:11:44,Gandaki Medical College,Software update and sample pipettor change,Liaison XL,Break Down Calls,#7531635,Prabhakar Neupane,N/A,"Issue: software update ongoing, need to inspect further"
2025-03-28 21:45:27,Gandaki Medical College,tabulation of Liaison xl,Liaison XL,Pre Installation,#1733884526,Prabhakar Neupane,Ashish Pathak,
2025-01-13 18:53:25,Gandaki Medical College,target not reach,Liaison XL,Break Down Calls,#1733884105,N/A,N/A,
2024-12-18 16:05:30,Gandaki Medical College,target not reach,Liaison XL,Break Down Calls,#1733883953,N/A,N/A,
2024-12-11 17:34:30,Gandaki Medical College,TSH result issue,Liaison XL,Break Down Calls,#1733883909,N/A,N/A,
2025-01-21 17:44:10,Gandaki Medical College,tsh value high,Liaison XL,Break Down Calls,#1733884139,N/A,Nishen Adhikari,
2025-06-20 18:33:17,Gandaki Medical College,tsh value issue,Liaison XL,Break Down Call (On Call),#1733884891,Prabhakar Neupane,N/A,
2025-12-15 09:26:20,Gandaki Medical College,vertical motor change,STP 120,Break Down Call (On Site),#1733885723,Samir Paudel,Binita Paudel,
2024-12-22 11:24:38,Gandaki Medical College,Washer aspiration issue,Liaison XL,Break Down Calls,#1733883973,N/A,Nishen Adhikari,
2024-12-04 16:26:24,Gandaki Medical College,worklist command execution timeout,Liaison XL,Break Down Calls,#4259021,N/A,N/A,
2024-12-08 17:17:17,Gandaki Medical College,Follow up of the machine,Liaison XL,OnSiteVisit,#4085311,N/A,N/A,
2024-12-01 16:57:14,Gandaki Medical College,Follow up of the machine,Liaison XL,BreakDownCalls,#8784117,N/A,N/A,
2024-12-05 16:42:15,Gandaki Medical College,washer aspiration issue,Liaison XL,BreakDownCalls,#6938909,N/A,N/A,
2024-12-03 13:28:21,Gandaki Medical College,Washer aspiration issue,Liaison XL,Break Down Calls,#4800984,N/A,N/A,
2024-12-06 15:54:16,Gandaki Medical College,washer aspiration issue follow up,Liaison XL,OnSiteVisit,#4178251,N/A,N/A,
2025-07-06 13:30:31,Geta Hospital,Breakdown,NW 5+,Break Down Call (On Call),#1733884981,Samir Paudel,N/A,
2025-01-01 08:44:07,Geta Hospital,Newster - PMS and Expiry Alert !! (Batch #5),NW 5+,PMS,#1733884031,Samir Paudel,N/A,
2025-05-12 20:49:04,Geta Hospital,newster check,NW 5+,N/A,#1733884686,Samir Paudel,N/A,
2024-11-20 17:38:15,Geta Hospital,newster inspection,NW 5+,Break Down Calls,#9156665,Samir Paudel,N/A,
2025-10-19 11:20:30,Geta Hospital,Overall check,NW 5+,Break Down Call (On Site),#1733885504,Samir Paudel,N/A,
2025-10-19 11:24:00,Geta Hospital,overall desk,ERGODISC 165,Break Down Call (On Site),#1733885505,Samir Paudel,N/A,
2024-11-22 14:57:29,Godawari Hospital - Urlabari,Not aspirating properly,BTS350,Break Down Calls,#7778213,Pradip Baral,N/A,
2024-08-11 11:14:20,Green Pastures Hospital,Application issue,Wholebody Phototherapy,Application,#1624767,N/A,N/A,
2024-12-27 20:05:08,Green Pastures Hospital,pms of the machine,Wholebody Phototherapy,PMS,#1733884011,N/A,N/A,
2024-12-12 17:42:42,Green Pastures Hospital,time mode not working,Wholebody Phototherapy,Break Down Calls,#1733883921,N/A,N/A,
2025-11-24 15:24:17,Green Pastures Hospital,UV bulb not working,Wholebody Phototherapy,Break Down Call (On Site),#1733885638,Binita Paudel,N/A,
2024-11-07 18:19:53,Helping Hands Community Hospital,AMC discussion,BA400,AMC Proposal,#2303532,Prabhakar Neupane,N/A,
2024-12-01 15:31:06,Helping Hands Community Hospital,Sample arm movement issue,BA400,OnSite Visit,#9675564,N/A,"NishenAdhikari,",
2024-06-17 14:24:58,Helping Hands Community Hospital,UIBC setup,BA400,Break Down Calls,#5591027,Sneha,N/A,
2024-05-09 10:27:45,Helping Hands Community Hospital,Sample arm fluidic obstruction,BA400,Break Down Calls,#3702599,Web Trading Concern Pvt. Ltd.,N/A,
2025-02-06 16:47:47,Hilton Hotel - Kathmandu,chemical pump refitting,Dosing Pump,Break Down Calls,#1733884230,Sanu Kaji Tha,N/A,
2025-04-18 22:29:16,Hilton Hotel - Kathmandu,CHECK MACHINE,Dosing Pump,Break Down Calls,#1733884599,Sanu Kaji Tha,N/A,
2025-09-28 14:17:45,Himalaya Diagnostic & Polyclinic Pvt. Ltd.,ISTAR500-PMS,iStar 500,PMS,#1733885435,Pradip Baral,N/A,
2025-09-24 12:29:07,Himalaya Diagnostic & Polyclinic Pvt. Ltd.,Vertical Cone Issue,iStar 500,Break Down Call (On Call),#1733885408,Sneha,N/A,
2025-04-07 18:22:34,Himalaya Diagnostic & Polyclinic Pvt. Ltd.,installation of istar500,iStar 500,Installation,#1733884558,Sneha,Pradip Baral,
2025-06-25 21:23:48,Himalaya Diagnostic & Polyclinic Pvt. Ltd.,pms of the machine,iStar 500,PMS,#1733884931,Pradip Baral,N/A,
2025-05-14 20:25:29,Himalaya Diagnostic Clinic Pvt. Ltd.,ba200 home sensor issue,BA200,Break Down Calls,#1733884695,Sujan Babu Karki,N/A,
2025-03-03 09:59:46,Himalaya Diagnostic Clinic Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884390,N/A,N/A,
2026-01-28 17:29:23,Himalaya Diagnostic Clinic Pvt. Ltd.,qc setup,BA200,Break Down Call (On Site),#1733885895,Pratikshya Budhathoki,N/A,
2025-12-14 09:30:30,Himalaya Diagnostic Clinic Pvt. Ltd.,rotor overflow,BA200,Break Down Call (On Site),#1733885715,Pratikshya Budhathoki,N/A,
2026-01-13 14:25:56,Himalaya Diagnostic Clinic Pvt. Ltd.,Rotor overflow issue,BA200,Break Down Call (On Site),#1733885847,Prabhakar Neupane,N/A,
2025-03-21 22:18:32,Himalaya Diagnostic Clinic Pvt. Ltd.,home error,BA200,Break Down Calls,#1733884485,Sujan Babu Karki,N/A,
2025-03-09 20:31:54,Himalaya Diagnostic Clinic Pvt. Ltd.,ISSUE IN BA200,BA200,Break Down Calls,#1733884421,Samir Paudel,N/A,
2025-03-02 17:51:11,Himalaya Diagnostic Clinic Pvt. Ltd.,Issue in BA200,BA200,Break Down Calls,#1733884387,Abiral Dulal,N/A,
2025-02-28 17:12:36,Himalaya Diagnostic Clinic Pvt. Ltd.,problem in home of rotor,BA200,Break Down Calls,#1733884378,Abiral Dulal,N/A,
2025-04-28 17:57:22,Himalaya Diagnostic Clinic Pvt. Ltd.,stirrer error and pms,BA200,PMS,#1733884640,Sneha,N/A,
2026-05-29 09:30:06,Himalaya Diagnostic Clinic Pvt. Ltd.,belt change,BA200,Break Down Call (On Site),#1733886311,Samir Paudel,N/A,
2026-01-25 11:02:16,Himalaya Diagnostic Clinic Pvt. Ltd.,rotor home error,BA200,Break Down Call (On Site),#1733885880,Prabhakar Neupane,N/A,
2025-10-15 15:09:50,Himalaya Diagnostic Clinic Pvt. Ltd.,Stirrer Home error,BA200,Break Down Call (On Call),#1733885475,Abiral Dulal,N/A,
2024-09-22 16:46:42,Himalaya Diagnostic Clinic Pvt. Ltd.,To check machine and Baseline Error,BA200,Break Down Calls,#5936974,Samir Paudel,Sujan Babu Karki,
2024-06-27 10:25:00,Hospital of Advance Medicine & Surgery (HAMS),Buyback Proposal of old machine,NW5,Quotation,#7850305,N/A,N/A,
2024-05-24 15:38:59,Hospital of Advance Medicine & Surgery (HAMS),Inspection of NW5,NW5,N/A,#8861507,Sneha,N/A,
2026-04-29 09:43:05,Hospital of Advance Medicine & Surgery (HAMS),BD,NW5,Break Down Call (On Site),#1733886213,Sanu Kaji Tha,N/A,
